Pelicula,Año de estreno,Ganancia
The Dentist,1996,-113737078.75
Night of the Creeps,1986,149100909.19
Tormented,2009,169569573.79
Valley of the Dolls,1967,23594832.04
The Courageous Heart of Irena Sendler,2009,72979310.22
The Long Weekend,2005,121419859.67000002
Forbidden Ground,2013,-28185651.36
Wit,2001,-19242984.19
Preservation,2014,-26329790.357
Waking Ned,1998,35367659.745000005
Dear Dumb Diary,2013,40587421.910000004
Dracula: Prince of Darkness,1966,149374617.44
Bravetown,2015,-35272254.33
Irma Vep,1996,-11877025.000000002
Ghosts of Mississippi,1996,42946903.11999999
Rosewood,1997,-8517114.79
Bag of Bones,2011,11.44773493
Play It to the Bone,1999,-35157263.26
Jusqu'Ã  toi,2009,5147060.460000001
Amityville II: The Possession,1982,-17795893.18
Bite,2015,-43384389.75
Remo Williams: The Adventure Begins...,1985,103888817.00999999
Knight Moves,1992,3505868.8200000003
Citizen Ruth,1996,14476568.064
Mobsters,1991,-55042888.94
Fong Sai Yuk juk jaap,1993,-8585798.341066265
The Thin Blue Line,1988,65652038.64
Compulsion,2013,-15485774.617099999
Deathstalker,1983,-48711126.71
Interstellar: Nolan's Odyssey,2014,928342.6174
Begotten,1991,8561.47000000067
MoliÃ¨re,2007,1930989.6199999992
Born to Be Wild,2011,-20345651.476
Cyborg 2,1993,8460185.208999999
Riverworld,2010,-13445699.529999997
The Forsaken,2001,-57451015.86
Perrierâ€™s Bounty,2009,8299607.829999998
Owning Mahowny,2003,41999122.24
The Grey Zone,2001,-10689657.3467
Midnight's Children,2012,145958620.44
Gleaming the Cube,1989,-56691462.94
Once Bitten,1985,-15539123.919999998
Evidence,2011,22036889.749999996
Everest,1998,93659866.63
The Magical Legend of the Leprechauns,1999,-28619337.34
American Flyers,1985,19424130.28
Frank Herbert's Children of Dune,2003,-34366226.207
Mommie Dearest,1981,-9158179.363198796
Hurlyburly,1998,-17069262.52
Amazon Women on the Moon,1987,7.154834336999999
Tesis sobre un homicidio,2013,-1296875.255
Not Forgotten,2009,302944182.61
Gambit,1966,4915673.68
Bat*21,1988,916422178.71
Prep & Landing: Naughty vs. Nice,2011,1093391569.73
Shoot to Kill,1988,471414971.04999995
Facing the Giants,2006,338760765.05
Grabbers,2012,31088409.240000002
A LEGO Brickumentary,2015,240768897.0
Hearts of Darkness: A Filmmaker's Apocalypse,1991,388200465.6999999
Big Top Pee-wee,1988,483382848.97999996
Haunted,1995,208261235.91000003
The Swarm,1978,226385999.68
Grave Halloween,2013,23953765.319999993
Heavy Metal 2000,2000,4595943.76284
Tequila Sunrise,1988,101814143.92
ì‹ ì˜ í•œ ìˆ˜,2014,246901591.94
BÃ©bÃ©s,2010,192184371.15
Repeaters,2010,365866669.33
Dear White People,2014,106825076.42999998
Hannibal Rising,2007,116217813.38000001
The Den,2013,434906488.07
Tromeo & Juliet,1996,120631148.06
The Pope of Greenwich Village,1984,135662077.48000002
Little Ashes,2008,233928935.91000003
Captifs,2010,-33835565.92
Blue Collar,1978,6017112.560000002
Hercules in the Maze of the Minotaur,1994,33928885.88
Happy Texas,1999,-2869940.057
Don Verdean,2015,-37113705.599999994
Chasing Ice,2012,-19608904.989999995
$9.99,2008,5629920.41
Never Cry Wolf,1983,-29825242.240000002
Man in the Wilderness,1971,-17818902.049
Edmond,2005,109813448.34
Frankenstein and the Monster from Hell,1973,-55825741.53999999
The Terror,1963,-49313277.769999996
Gun Shy,2000,17829341.055
Across the Line: The Exodus of Charlie Wright,2010,94774186.53999999
The Fourth Angel,2001,184422343.73
What the #$*! Do We (K)now!?,2004,-24459434.9
Woodstock,1970,15888004.869999997
The Editor,2015,-1471111.5600000024
Strike!,1998,98573736.72999999
The Little Drummer Boy,1968,-23048899.300000004
Batman: Strange Days,2014,28528410.32
Larry Gaye: Renegade Male Flight Attendant,2015,-5442152.140000002
The Challenger,2013,-26466284.11
Flywheel,2003,12621916.529999997
La guerre est dÃ©clarÃ©e,2011,-33730575.630100004
Born to Race: Fast Track,2014,-34783119.17
Lucky Luke,1991,10489924.287
Urban Justice,2007,-1704563.727
Eddie Izzard: Dress to Kill,1999,5783675.109999999
Sacrifice,2011,-4119112.3699999973
Jack the Giant Killer,2013,383404.0379999997
Switching Goals,1999,646101.8999999985
Kill List,2011,-49029934.33
The Nutty Professor,1963,-609190.2399
The Anniversary Party,2001,426641.4699999988
Alien Hunter,2003,-7619345.760000002
Maniac Cop 2,1990,-28973439.2259
Bugsy Malone,1976,-6839530.117000001
The Children's Hour,1961,84993684.36
The Goods: Live Hard Sell Hard,2009,86997409.19
TiMER,2009,451732687.34
Supremacy,2014,1293766704.41
Memorial Day,2011,154050116.18
Lords of Dogtown,2005,628371506.86
Better Than Chocolate,1999,490390200.98999995
MacskafogÃ³,1986,206793109.93
Territories,2010,272728677.9
O Que Ã‰ Isso Companheiro?,1997,1649909.5299999993
All Quiet on the Western Front,1979,78942998.2
Rock & Rule,1983,158692085.05
247Â°F,2011,23758687.38
The September Issue,2009,279252261.4
The Quiet Hour,2015,115172558.03
Bellflower,2011,31.69886919
The Look of Silence,2014,212630581.94
Jawbreaker,1999,312158213.0
Teen Witch,1989,47555949.26
Zorba the Greek,1964,-28459139.1
Anne of Green Gables,1985,9835724.39
Slow Torture Puke Chamber,2010,164159122.56
A Personal Journey with Martin Scorsese Through American Movies,1995,-329742.19999999925
Good Boy!,2003,-31932977.42
Touching the Void,2003,29161493.970000006
The Man Who Haunted Himself,1970,226825116.72
Something Wicked This Way Comes,1983,36074588.65
Free Ride,2013,-17062731.46
Burnt Offerings,1976,28679929.270000003
Babes in Toyland,1961,124185248.53999999
Waiting for Guffman,1996,-9969700.414
Peter & the Wolf,2006,-7112776.43
La Vie est un long fleuve tranquille,1988,-3342588.3900000006
The Outsider,2014,24005995.92
Jesse Stone: Sea Change,2007,344534053.81
Home Fries,1998,-6624822.15
Happy Accidents,2000,17381113.39
Iris,2014,79695277.26
Stanley Kubrick: A Life in Pictures,2001,-18975746.1365
Impromptu,1991,201814058.37
Jaane Tu... Ya Jaane Na,2008,165588854.77
The Ballad of Cable Hogue,1970,-24701540.049999997
Newsies,1992,41444728.79
Results,2015,84816629.59
Tellement proches,2009,17718024.070000004
Lion of the Desert,1981,-577536.7919999994
Oci ciornie,1987,-2633360.920000002
YÅ«giÅ Dyueru MonsutÄzu Hikari no Piramiddo,2004,7145693.439999998
Dead Mine,2012,-4528387.24295057
Beyond the Black Rainbow,2010,28.679929280000003
Man's Best Friend,1993,16227350.030000001
White Fang,1991,155842306.87
Jack of the Red Hearts,2015,-12701460.650000002
Sleepaway Camp III: Teenage Wasteland,1989,-37736739.98318023
How to Build a Better Boy,2014,345086054.85999995
Mrs Henderson Presents,2005,36831067.063999996
To Be Takei,2014,-25248005.91
Soldier's Girl,2003,-9056819.766999999
I Hope They Serve Beer in Hell,2009,-34056614.48
Stay Alive,2006,-45498233.769999996
The Divide,2011,-1631795.8983999998
Black Widow,1987,20401672.979999997
Gods and Monsters,1998,9179065.704
Life-Size,2000,8956378.128
Andre,1994,32998728.120000005
Valmont,1989,11486154.690000001
The Return,2006,-243353.73000000045
I Am David,2004,-4100669.8719999995
The Deep Blue Sea,2011,10528003.54
Ten Canoes,2006,74739507.75
Proxy,2013,11557920.924
Earthquake,1974,-2937116.0847899998
The Three Investigators and The Secret Of Skeleton Island,2007,20918731.364
Professione: reporter,1975,739793586.77
Welcome to New York,2014,529909342.92
Death to Smoochy,2002,310804850.9
Heaven Adores You,2014,170590751.46999997
A Late Quartet,2012,445587747.49
Lascars,2009,273294888.82
The Lost Battalion,2001,188912066.49
Sometimes They Come Back... Again,1996,315840166.12
Big Trouble,2002,158040106.60999998
The Woodsman,2004,472310277.73
Patrick,1978,-2758038.7300000004
La Nouvelle Guerre des boutons,2011,29001903.059999995
Heavenly Sword,2014,1584279.5520000001
Less Than Zero,1987,225578193.34
JLA Adventures: Trapped in Time,2014,311745268.71000004
Silverado,1985,-61863531.5
The Lost City,2005,14129892.490000002
AE: Apocalypse Earth,2013,160212523.70999998
To Live and Die in L.A.,1985,45168729.74
Tomb Raider: Ascension,2008,-4285030.7373
The Object of My Affection,1998,-1959405.4699999988
Enchanted Kingdom,2014,599863836.4399999
Bad Influence,1990,206765393.34000003
Kristy,2014,63330120.13000001
The Night of the Iguana,1964,-9074179.176
Like Dandelion Dust,2009,21299613.39
DrogÃ³wka,2013,11709512.147000002
I Am Soldier,2014,22020380.71000001
Hansel & Gretel,2013,55176961.419999994
Carlito's Way: Rise to Power,2005,2829753.846
SuperBob,2015,118629056.91999999
Fong Sai Yuk,1993,-4875277.121
The Thing Called Love,1993,-19139485.479999997
Project Nim,2011,39114879.06
Dead Birds,2004,104832588.12
Desert Dancer,2014,82500897.45
Drugstore Cowboy,1989,-2302913.200000003
Eldorado,2008,91444084.81199999
Jayne Mansfield's Car,2012,46776130.02
Inside I'm Dancing,2004,30757729.792
No Direction Home: Bob Dylan,2005,34345490.05
Trespass,1992,53052397.34
Comme les 5 doigts de la main,2010,-39848238.65
House Of 9,2005,6770074.0299999975
BrÃ¼no,2009,120877974.02000001
Dolls,1987,-47161563.81999999
Hollywood Chainsaw Hookers,1988,23538618.897
My Summer of Love,2004,-2549039.5700000003
Phase IV,1974,49755819.279999994
Carry On Up the Jungle,1970,-13379404.45
PrÃªte-moi ta main,2006,-18902161.121
A Man Called Horse,1970,48091182.686000004
Brian's Song,1971,564145948.25
Accidents Happen,2009,672458993.5999999
If There Be Thorns,2015,369620004.70000005
Breaker Morant,1980,548364544.49
Red,2008,-23125640.639999997
Pod,2015,235840975.63000003
Monty Python Live at the Hollywood Bowl,1982,111916389.67000002
Harriet the Spy,1996,102358523.44000001
Sharky's Machine,1981,95316191.78999999
Valley Uprising,2014,123874287.70000002
Breakfast of Champions,1999,258580378.24
Wizards,1977,-76503290.06
The Diary of Ellen Rimbauer,2003,32021856.840000004
Elena Undone,2010,47009686.93000001
Me and You and Everyone We Know,2005,-5736886.969999999
The Offence,1973,-40027196.164758295
The Stuff,1985,-50466777.81
What's Love Got to Do with It,1993,406265976.1
Einstein and Eddington,2008,-4556807.897
The Amputee,1974,38221341.16
Galaxy of Terror,1981,48849222.519999996
If These Walls Could Talk 2,2000,264829558.82
The Flock,2007,81662249.79
Snoopy Come Home,1972,-24921448.78
Anuvahood,2011,24180852.080000002
Best Defense,1984,45967375.53
Birdsong,2012,12104670.16
Frankenstein Created Woman,1967,156961201.01
Shao Lin Si,1982,248323358.01
Swimfan,2002,-13116386.319000002
Fast Girls,2012,173588085.84
Iverson,2014,-9165364.716
Front of the Class,2008,249768890.3
Searching for Sugar Man,2012,-10155115.469999999
Thin Ice,2011,28652342.54
Autopsy,2008,24330605.5
Shallow Ground,2005,30603314.199999996
The Ice Harvest,2005,-7696354.023999999
Dutch,1991,71709104.14000002
Hungry Hearts,2015,29592489.85
Kauwboy,2012,41105114.300000004
Juste une question d'amour,2000,3842622.8200000003
Deep in the Darkness,2014,-18035140.468
She's So Lovely,1997,-18312153.549999997
è‰‹èˆº,2010,62641561.42
Going to Pieces: The Rise and Fall of the Slasher Film,2006,-4408144.82
Table for Three,2009,-16793813.180000003
Rise of the Zombies,2012,33291779.630000003
Bottle Shock,2008,-19847260.542999998
Bouquet final,2008,-14806224.542
A Detective Story,2003,327634691.79999995
House of the Rising Sun,2011,36442726.07
The Secret Life of Words,2005,283764644.59999996
Farscape The Peacekeeper Wars,2004,341335784.69
Darling,1965,55073651.83
Eega,2012,749335444.6400001
A Walk on the Moon,1999,138128160.01999998
The Serpent and the Rainbow,1988,671245759.3100001
Dark Was the Night,2014,806077995.01
Riders,2002,314530490.40999997
Club Paradise,1986,68886911.39
à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,2010,130084563.11000001
Doctor Who: The Snowmen,2012,37990147.16
Hellphone,2007,283.71275189
Shank,2010,36916566.42
Gabriel Iglesias: Hot and Fluffy,2007,163419768.4
Hardcore,1979,-14885892.395999998
Asthma,2014,-14215332.310000002
Jurassic Park III,2001,62703855.96000001
Nico and Dani,2000,17825794.03
The Giant Mechanical Man,2012,-26228965.2
SubUrbia,1996,192789447.07
The Gunfighter,2014,30170674.919999994
Happy Birthday to Me,1981,21451165.689000003
Mao's Last Dancer,2009,2594262.728
Gerontophilia,2013,8445038.83
The Food Guide to Love,2013,59227982.55
Spartacus,2004,1610727.4100000039
Mystery Team,2009,-4562196.170000002
Fallen,2007,10269722.38
8 Seconds,1994,3720644.08
The Chumscrubber,2005,94691177.01
The Missing Picture,2013,54870883.99
Terms and Conditions May Apply,2013,2729061.3319999995
Spellbound,2002,-52251223.97
The Girl from the Naked Eye,2012,56816649.47
For All Mankind,1989,312013412.59999996
George Carlin: Life Is Worth Losing,2005,-3830008.6651
The Device,2014,1807235.2099999972
Alfie,1966,-38259358.850999996
Live!,2007,7057693.489
At the Devil's Door,2014,21.695681029
The Car,1977,62433494.4
Beneath,2013,-16688216.04
Tell,2014,7375525.200000003
The Satanic Rites of Dracula,1973,-3567514.290000001
Glass House: The Good Mother,2006,-15020086.87
Hamlet 2,2008,-7711557.93
Kelly & Cal,2014,28490773.32
I Am,2011,5473353.0308
The Redwood Massacre,2014,765498184.5699999
Seventh Moon,2008,39863310.529
The Brood,1979,-47691464.39
Found,2012,301390598.94
Sand Sharks,2011,749629788.23
Beautiful,2009,135131460.38
The Black Stallion,1979,661992089.13
Blood Creek,2009,513623602.23999995
Jack Irish: Bad Debts,2012,386027038.8
The Emperor's Club,2002,313793657.36
Benji the Hunted,1987,218407909.34999996
Love Object,2003,77958212.55000001
Age of Dinosaurs,2013,15528961.07
Oliver Twist,2007,35179871.2
Slacker,1991,356817106.21999997
The Devil's Carnival,2012,14790625.349999994
The Search for General Tso,2014,53622724.47
Prick Up Your Ears,1987,507467154.96
Stridulum,1979,335480946.05
Enchanted April,1991,70711194.53
Ace Ventura Jr: Pet Detective,2009,23213333.031000003
Sorority Wars,2009,24921930.090000004
96 Minutes,2011,17003155.7905
Faubourg 36,2008,32720637.840000004
The Dead,2010,80859600.10000001
Not Fade Away,2012,50850472.74
Devchata,1961,258573772.74999997
Take Care,2014,113029800.50999999
The Deaths of Ian Stone,2007,68243599.01
The Comedy,2012,41720285.519999996
Superbabies: Baby Geniuses 2,2004,104922091.92999999
The Crew,2008,-6734595.730000004
Still Crazy,1998,15830864.454999998
Eagle vs Shark,2007,75873445.99
Barabbas,1961,-3262206.432
The Hard Corps,2006,23394547.180000003
L'Attentat,2012,54290841.42999999
Vice Versa,1988,161614679.56
Long nga,2008,-3825792.24
Low Down,2014,20324541.515
Looker,1981,-1310967.960000001
Cinderella,1997,243255824.86
Dirty,2005,27954161.560000002
Next Day Air,2009,24798540.816999998
Death Tunnel,2005,54168723.949999996
Minutemen,2008,11683624.745000001
The Reconstruction of William Zero,2015,6935023.27
Eyes of Laura Mars,1978,26472772.580000002
Smiley,2012,47677638.56999999
Insensibles,2012,45012424.59
Children of the Corn 666: Isaac's Return,1999,-56055135.033
Man with the Screaming Brain,2005,3921396.591
Going Overboard,1989,14562460.42
Poultrygeist: Night of the Chicken Dead,2006,-10916656.3
The Meteor Man,1993,207931821.75
Buried Alive,1990,246470652.47999996
Dirty Love,2005,123091115.52000001
Cherry Falls,2000,26613386.21
Loch Ness,1996,107548015.85
DMT: The Spirit Molecule,2010,608162158.8199999
Keith Richards: Under the Influence,2015,19003360.305
Chin Kei Bin 2 - Fa Tou Tai Kam,2004,460516025.79999995
The Hitch Hikers Guide to the Galaxy,1981,232359053.8
Chain Letter,2010,371754960.15
Wagons East!,1994,479050185.9
Angel,2007,133056736.11999999
Winning London,2001,279358305.64000005
Love Comes Softly,2003,64898849.669999994
The Prince & Me 2: The Royal Wedding,2006,41063200.489999995
Maggie Simpson in The Longest Daycare,2012,120774862.04
Love Honour and Obey,2000,80924689.22
Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,2007,11053477.629999995
Blankman,1994,101402411.92999999
They Wait,2007,-19825621.379999995
Goal! III: Taking On The World,2009,13875130.600000001
The Pillow Book,1996,36147639.61
Bones,2001,138611990.75
Castle Keep,1969,16611481.467999998
Krippendorf's Tribe,1998,7897110.511
The Tall Guy,1989,23544196.405
Scandal,1989,24444417.2
McHale's Navy,1997,21180328.12
Essential Killing,2010,30184497.894999996
Talk to Me,2007,38114555.05
Loose Change 9/11: An American Coup,2009,-11332554.23
The Keep,1983,-4355362.789999999
Great Balls of Fire!,1989,5542596.280000001
Monsieur Hire,1989,-11217674.285
Swindle,2013,6719138.890000001
Shoah,1985,15513772.579999998
Camp,2003,20964360.54
13 Cameras,2015,2532741.0500000007
Scream of the Banshee,2011,-1743022.8085
Six Men Getting Sick,1967,35873323.95
Mr. Mom,1983,-9148450.56
Kill Bill: The Whole Bloody Affair,2011,40938269.48
Errors of the Human Body,2012,10689216.958
Did You Hear About The Morgans?,2009,3521654.84
Il Ã©tait une fois une fois,2012,-979895.318
The Grudge 3,2009,11122842.969999999
Sssssss,1973,-1266212.8730000006
The Heroes of Telemark,1965,-3052419.607000001
Christmas with Holly,2012,-3523225.836
The Lost Valentine,2011,23223864.599999998
Au bout du conte,2013,74891601.33
Body Shots,1999,58423314.6
WÎ”Z,2007,-2350719.505
Le Couperet,2005,-2416760.3060000003
Doctor Who: Planet of the Dead,2009,-14919296.580000002
For Love of the Game,1999,-21771853.889000002
Toto le hÃ©ros,1991,-2636876.6400000006
Morvern Callar,2002,153978470.61
Jack & Diane,2012,56339741.72
The Resurrected,1991,399080979.27
Don't Be Afraid of the Dark,1973,29591228.189999998
Wing Chun,1994,290137897.48
All Things Must Pass,2015,76763217.51
Alex & Emma,2003,4458108.293
Punishment Park,1971,201900939.33
The Apple Dumpling Gang,1975,21344214.129999995
Lean On Me,1989,55424987.08
Paris is Burning,1990,28513340.2
í•˜ìš¸ë§,2012,76366393.91
Capsule,2015,55361764.88999999
Tokyo Mater,2008,537275423.94
Mansome,2012,4413885.000000004
Full Tilt Boogie,1998,44484821.9
Panic in Year Zero!,1962,98392125.35000001
Crawl or Die,2014,212868950.41
Kevin Hart: I'm a Grown Little Man,2009,40270425.3
Zidane un portrait du 21e siÃ¨cle,2006,587518210.67
Miss Austen Regrets,2008,356242.7400000021
The Haunted Palace,1963,-17161223.290000003
We Are Legion: The Story of the Hacktivists,2012,45525514.27
Crystal Lake Memories: The Complete History of Friday the 13th,2013,20150344.597
Clockers,1995,47656871.872
The Accidental Tourist,1988,425206.8149999995
Cavemen,2013,59970119.92000001
Ed,1996,40918086.16
The Secret Garden,1987,89570231.53999999
Coco,2009,57234334.501
The Oblong Box,1969,-3280921.330000002
Elephant Song,2014,-19163937.25387
Lebanon,2009,39359409.029999994
Dragon: The Bruce Lee Story,1993,189982973.94
Shadow People,2013,301295628.78000003
Legendary,2010,21460101.646
Whitey: United States of America v. James J. Bulger,2014,26030458.882
Captain EO,1986,91569721.45
David Bowie: Five Years,2013,-12899005.129999999
Simon Killer,2012,1021499.6499999985
Peiru Kokun,2006,84278282.77000001
Stockholm Pennsylvania,2015,-15794051.199000001
Un CÅ“ur en Hiver,1992,70470928.9
Rosewater,2014,-9403494.142
Planet Earth,2006,-183611.8591
Le Vilain,2009,39359153.796
Class Action,1991,223928079.0
Arjun: The Warrior Prince,2012,-20093004.75
Backbeat,1994,263657155.63000003
Forbrydelsens element,1984,680039989.0400001
Cutter's Way,1981,127593303.63
John Adams,2008,88104841.71000001
Re-Kill,2015,90774941.44
The Frankenstein Syndrome,2010,-20419422.569999997
Snow Day,2000,136124713.95
Invisible Sister,2015,-76309999.24900001
Amira & Sam,2014,5075429.33
Perfect,1985,216845298.74
Le fils,2002,1915348.7699999958
Get a Horse!,2013,-27851689.750000004
Logorama,2009,76580174.53
Scarecrow,1973,113794046.68
Jailbait,2014,-24410181.780000005
Peeples,2013,228988368.8970756
Suing The Devil,2011,15337247.16
Her Alibi,1989,642983126.846
Welcome to Mooseport,2004,55154337.16
Dead Man's Curve,1998,109055159.22999999
From Justin to Kelly,2003,43760306.36
Who's That Girl,1987,89522594.19
Finders Keepers,2015,27351145.15
Jolene,2008,-14486811.729999997
Jump In!,2007,39007333.94
Rang-e khoda,1999,32769615.797000002
Race,2008,-6443687.364999999
Head Over Heels,2012,22216162.928
Leprechaun,1993,-2334522.666
Lego Batman: The Movie - DC Super Heroes Unite,2013,67011247.11
Twins of Evil,1971,-10521532.839
Shine a Light,2008,95758535.75
Rabbits,2002,-5105487.279999999
Broadway Danny Rose,1984,35742956.757
Barricade,2012,46517973.79
Inventing the Abbotts,1997,1591525.1289999997
H2O Just Add Water - The Movie,2011,6616511.079000002
Daniel Tosh: Completely Serious,2007,-28050630.398
The Snapper,1993,-8262004.824
Undercover Brother,2002,8655539.258000001
Lucky Them,2013,-14155297.043
Trailer Park Boys: Don't Legalize It,2014,7849270.629999999
Nevada Smith,1966,-5354445.57
Topkapi,1964,-16516571.259999998
The Life and Times of Judge Roy Bean,1972,5751226.717
Mr. Nanny,1993,-12690564.739999998
The Prime of Miss Jean Brodie,1969,734056616.71
Griffin & Phoenix,2006,102422911.448
One-Eyed Monster,2008,-3178596.3699999973
Xanadu,1980,48499331.53999999
Reefer Madness: The Movie Musical,2005,248181804.32999998
Deceived,1991,-19253796.130000003
The Little Rascals Save the Day,2014,85930920.31
Nowhere Safe,2014,54731888.033
Vizontele,2001,519766251.49999994
ProtÃ©ger et servir,2010,197647078.48
Where Hope Grows,2014,546267969.08
Chris Rock: Never Scared,2004,-7523437.590000004
Dudley Do-Right,1999,266150703.61999997
Die weisse Massai,2005,96290387.48
Conan O'Brien Can't Stop,2011,-24856649.962899998
All Hallows' Eve 2,2015,20752098.881
Black Mirror: White Christmas,2014,114954491.17000002
Rapa Nui,1994,32277018.32
Return of the Living Dead 3,1993,-22200239.410000004
Witchfinder General,1968,61828564.597
Astronaut: The Last Push,2012,-721677.1900000013
Iron Will,1994,39996833.565000005
The Wash,2001,-53279415.42999999
Stitches,2012,-8856013.43
9,2005,31936549.709999997
Sacco e Vanzetti,1971,145496194.49
Someone's Watching Me!,1978,2277346.723
Down,2001,23350733.18
The Courier,2012,12384608.135000002
Richard Pryor: Live in Concert,1979,70830523.85
Village of the Damned,1960,52368048.21000001
House Party,1990,45408519.57
Les Clefs de bagnole,2003,-2156880.3499999996
Made,2001,-28100979.230000004
Troll 2,1990,16917606.854
The Kentucky Fried Movie,1977,-9116656.31
Weather Girl,2009,13784729.153
The Little Vampire,2000,-30664851.680000003
Wish You Were Here,2012,-12327484.620000001
My Bloody Valentine,1981,13581781.45307
iSteve,2013,3226325.995
Undefeated,2011,151070574.45
John Henry,2000,640207822.0
Sabrina the Teenage Witch,1996,556692117.5200001
Chris Rock: Bigger & Blacker,1999,298238404.17
Vendetta,2013,-14359949.61
Man's Favorite Sport?,1964,632568312.31
Resolution,2012,71310816.09
The Servant,1963,173833337.79
Saw,2003,49756769.309
Rabid,1977,27375779.740000002
Guyver: Dark Hero,1994,26029500.35
Hush,2008,-19047358.169999994
Transmorphers,2007,160728346.61
Deliver Us from Eva,2003,160994202.824
Mulligans,2008,144833900.69
Macross Plus,1994,150785528.68
The Cutting Edge: The Magic of Movie Editing,2004,1679233.6310000005
The Liability,2012,14156686.770000003
Father Goose,1964,68084416.33
Shadow of the Vampire,2000,36074193.16
Stan Helsing,2009,42611164.22
The Making of 'The Nightmare Before Christmas',1993,23968797.322
Paper Heart,2009,28826753.040000003
Taking Chance,2009,-40347045.12
Birth of the Living Dead,2013,129765578.99000001
Get Real,1998,913131.565
In Harm's Way,1965,-2514778.3000000007
White Man's Burden,1995,28020086.990000002
Jersey Shore Massacre,2014,-67318962.9
Mystery Science Theater 3000: The Movie,1996,24051537.36
Le Silence de Lorna,2008,128446631.22
Clay Pigeons,1998,42531652.5
Inner Demons,2014,27707354.919
Slums of Beverly Hills,1998,41880042.699999996
From Within,2009,40275690.28
Taped,2012,-13456349.79
Carnal Knowledge,1971,7932116.142999999
September Dawn,2007,4539172.113
American Ninja 4: The Annihilation,1990,71367429.331
Good Olâ€™ Freda,2013,2655922.089999996
A Countess from Hong Kong,1967,-9863398.547
The Mask You Live In,2015,5458552.530000001
Martin,1977,1182994737.87
Twin Sitters,1994,89509370.75999999
Humanoids from the Deep,1980,271474687.68
Il colosso di Rodi,1961,341970534.06
Superman: Brainiac Attacks,2006,80566681.49000001
Go Fast,2008,109027737.49
Stories We Tell,2012,147926704.03
Men of War,1994,101583095.93
Killer Legends,2014,147750219.25
House of Versace,2013,99926095.35000001
Soaked in Bleach,2015,125539040.30999999
The Onion Field,1979,-12041215.989999995
Midnight Sun,2014,39407615.957
Aziz Ansari: Buried Alive,2013,34367046.91
My Beautiful Laundrette,1985,59679038.1
Jacquou Le Croquant,2007,40283340.76
Bang Bang You're Dead,2002,44472269.629999995
Nailbiter,2013,23571481.580000002
Wedding Daze,2006,194676256.609
Bloodsucking Bastards,2015,42584130.33
13 Ghosts,1960,-16431924.988000002
The Culling,2015,93905437.05
Apocalypse Pompeii,2014,15834479.249999998
The Punk Singer,2013,65077299.13
The Hornet's Nest,2014,-10466093.579999998
Good Vibrations,2012,-8388482.467
When the Lights Went Out,2012,-961364.1159999999
Spider Baby,1967,-29213988.83
The Temptations,1998,-5119143.457
Never Die Alone,2004,22287165.491
Final Flight of the Osiris,2003,3283967.990000002
Empire of the Ants,1977,10775488.93999999
This Film Is Not Yet Rated,2006,1767968063.77
Can que,1978,8547861.14
Children of the Corn: Revelation,2001,249041751.16
Walt Before Mickey,2015,36154278.44
Sense8: Creating the World,2015,241781737.05999997
The Third Wheel,2002,251950127.89000002
Letters to God,2010,110386864.35000001
Over the Garden Wall,2014,175954982.497
Cairo Time,2009,191617675.76999998
Alien vs. Ninja,2010,51051829.65
Tropico,2013,57794875.99
Komodo,1999,125947697.44000001
Feast II: Sloppy Seconds,2008,352956143.25
Aliens of the Deep,2005,119054556.55000001
The Crazies,1973,17321815.33
Eastern Boys,2013,40754910.370000005
Political Animals,2012,4454830.769999996
Justin Bieber's Believe,2013,31.634993635
Jeff Dunham: Controlled Chaos,2011,29440327.25
Plunkett & MacLeane,1999,15950822.5
Chico & Rita,2010,9668049.49
Ballet Shoes,2007,73867861.54
The Watcher in the Woods,1980,26889744.594
The Clique,2008,85815004.46000001
It's Alive,2008,38774159.811
PokÅ‚osie,2012,891949443.71
Ship of Fools,1965,56307121.905999996
The Chosen,2015,401248023.26
David Copperfield,1999,42687796.32000001
Johnny Kapahala - Back on Board,2007,54201107.480000004
The Hidden,1987,49577575.48
Bad Moon,1996,52696043.7
Transylvania 6-5000,1985,69667442.8783
The Batman Superman Movie: World's Finest,1998,105520395.37
Shotgun Stories,2007,128238226.66999999
Murder Party,2007,49097623.154
Nitro Circus: The Movie,2012,55239490.528
First Position,2011,212147992.37
Scooby-Doo! Stage Fright,2013,-3957014.8274999997
F/X2,1991,291927588.981
The Foreigner,2003,20103215.72999999
Hands of the Ripper,1971,129932968.20999998
Waist Deep,2006,180583767.64999998
Anguish,2015,68868756.61
3 zÃ©ros,2002,89609792.78
A Holiday Engagement,2011,24283782.709999997
The Perfect Wave,2014,3296541.089999996
Where the Buffalo Roam,1980,-6676165.1015
We Feed the World - Essen Global,2005,-14389144.830000002
Delirium,2014,-28778289.660000004
The Slammin' Salmon,2009,40735412.405
Trailer Park Boys: The Movie,2006,35745894.900000006
Naomi and Ely's No Kiss List,2015,52414985.32999999
Amiche da morire,2013,62574381.089999996
Mostly Ghostly: Have You Met My Ghoulfriend?,2014,51360150.7
